Datetime,Actual LSTM,Predicted LSTM,Actual Transformer,Predicted Transformer
2024-04-08 17:00:00+00:00,21.0,13.465414,21.0,18.36568
2024-04-08 18:00:00+00:00,20.0,21.17457,20.0,26.297941
2024-04-08 19:00:00+00:00,28.0,19.932163,28.0,25.519867
2024-04-08 20:00:00+00:00,48.0,25.808363,48.0,31.033379
2024-04-08 21:00:00+00:00,48.0,43.168674,48.0,46.286327
2024-04-08 22:00:00+00:00,63.0,43.703686,63.0,46.694363
2024-04-08 23:00:00+00:00,71.0,55.26229,71.0,57.581947
2024-04-09 00:00:00+00:00,57.0,61.753197,57.0,64.436935
2024-04-09 01:00:00+00:00,49.0,55.028793,49.0,51.404556
2024-04-09 02:00:00+00:00,40.0,44.25589,40.0,45.19096
2024-04-09 03:00:00+00:00,27.0,35.913998,27.0,35.515812
2024-04-09 04:00:00+00:00,21.0,26.366444,21.0,25.967524
2024-04-09 05:00:00+00:00,13.000000000000004,21.880266,13.000000000000004,21.930248
2024-04-09 06:00:00+00:00,10.0,15.021414,10.0,15.266836
2024-04-09 07:00:00+00:00,63.400000000000006,12.918007,63.400000000000006,13.337633
2024-04-09 08:00:00+00:00,6.0,48.660526,6.0,42.100674
2024-04-09 09:00:00+00:00,6.0,18.357786,6.0,11.87401
2024-04-09 10:00:00+00:00,5.0,14.411676,5.0,12.418272
2024-04-09 11:00:00+00:00,5.0,13.100508,5.0,12.917128
2024-04-09 12:00:00+00:00,5.0,12.19673,5.0,13.416611
2024-04-09 13:00:00+00:00,8.0,12.293732,8.0,13.652573
2024-04-09 14:00:00+00:00,12.0,14.934113,12.0,16.298168
2024-04-09 15:00:00+00:00,12.0,18.353088,12.0,21.545834
2024-04-09 16:00:00+00:00,27.0,18.549198,27.0,21.305317
2024-04-09 17:00:00+00:00,53.0,29.509958,53.0,30.35274
2024-04-09 18:00:00+00:00,53.0,51.61755,53.0,49.761337
2024-04-09 19:00:00+00:00,44.0,49.947063,44.0,50.954987
2024-04-09 20:00:00+00:00,48.0,41.58584,48.0,45.652187
2024-04-09 21:00:00+00:00,56.0,44.599895,56.0,47.23885
2024-04-09 22:00:00+00:00,68.0,50.80577,68.0,51.801414
2024-04-09 23:00:00+00:00,41.0,59.726654,41.0,59.692898
2024-04-10 00:00:00+00:00,24.0,40.139626,24.0,43.074814
2024-04-10 01:00:00+00:00,13.000000000000004,24.973011,13.000000000000004,27.816935
2024-04-10 02:00:00+00:00,13.000000000000004,19.696255,13.000000000000004,22.024847
2024-04-10 03:00:00+00:00,12.0,18.656015,12.0,20.03212
2024-04-10 04:00:00+00:00,18.000000000000004,17.069714,18.000000000000004,17.990074
2024-04-10 05:00:00+00:00,22.0,20.393078,22.0,20.346476
2024-04-10 06:00:00+00:00,33.0,23.219826,33.0,20.5772
2024-04-10 07:00:00+00:00,33.2,31.069561,33.2,25.628738
2024-04-10 08:00:00+00:00,36.0,35.118977,36.0,31.818169
2024-04-10 09:00:00+00:00,32.0,32.989967,32.0,27.099089
2024-04-10 10:00:00+00:00,37.0,31.325731,37.0,25.862677
2024-04-10 11:00:00+00:00,37.0,34.97389,37.0,29.284832
2024-04-10 12:00:00+00:00,39.0,35.27567,39.0,30.785849
2024-04-10 13:00:00+00:00,40.0,36.834522,40.0,32.469173
2024-04-10 14:00:00+00:00,37.0,38.692017,37.0,37.587116
2024-04-10 15:00:00+00:00,28.0,39.17865,28.0,40.741035
2024-04-10 16:00:00+00:00,31.0,32.34951,31.0,32.73135
2024-04-10 17:00:00+00:00,27.0,32.834297,27.0,32.8732
2024-04-10 18:00:00+00:00,36.0,28.142864,36.0,28.80376
2024-04-10 19:00:00+00:00,33.0,34.0157,33.0,32.33461
