Datetime,Actual Linear Regression,Predicted Linear Regression,Actual Random Forest,Predicted Random Forest,Actual XGBoost,Predicted XGBoost
2024-04-06 06:00:00+00:00,5.0,11.73086593769608,5.0,22.472258881180935,5.0,25.02787
2024-04-06 07:00:00+00:00,19.4,22.086480249469332,19.4,28.175964695101673,19.4,21.355928
2024-04-06 08:00:00+00:00,4.0,8.003153825690333,4.0,22.558169061923437,4.0,24.293
2024-04-06 09:00:00+00:00,1.000000000000007,6.34208714169165,1.000000000000007,24.245682753477723,1.000000000000007,22.283445
2024-04-06 10:00:00+00:00,13.0,14.753059210941387,13.0,25.263489509719435,13.0,23.37138
2024-04-06 11:00:00+00:00,16.0,22.57615459607723,16.0,25.09648901484697,16.0,24.200146
2024-04-06 12:00:00+00:00,6.0,24.677636905188365,6.0,25.834481807391345,6.0,27.96257
2024-04-06 13:00:00+00:00,18.800000000000004,31.005504761902785,18.800000000000004,27.26201163261021,18.800000000000004,25.402037
2024-04-06 14:00:00+00:00,16.999999999999996,30.80695146456003,16.999999999999996,30.854657542376522,16.999999999999996,29.210556
2024-04-06 15:00:00+00:00,15.0,32.86491850816276,15.0,31.285120769505408,15.0,31.573853
2024-04-06 16:00:00+00:00,15.0,35.766269009287385,15.0,35.29777920621659,15.0,37.47683
2024-04-06 17:00:00+00:00,12.0,41.359274501635355,12.0,36.5339207768972,12.0,40.034634
2024-04-06 18:00:00+00:00,10.0,41.34531390787174,10.0,39.26886586652115,10.0,41.380253
2024-04-06 19:00:00+00:00,16.0,41.1194246228672,16.0,37.9114007964483,16.0,41.749992
2024-04-06 20:00:00+00:00,21.0,39.058548899537755,21.0,41.03393089240726,21.0,43.706543
2024-04-06 21:00:00+00:00,13.0,41.703937060353724,13.0,41.06721682907447,13.0,44.823093
2024-04-06 22:00:00+00:00,16.999999999999996,49.74757516914087,16.999999999999996,55.688709578670924,16.999999999999996,51.62933
2024-04-06 23:00:00+00:00,16.0,50.140661804339516,16.0,54.0714697201086,16.0,47.27346
2024-04-07 00:00:00+00:00,7.0,40.59490889353185,7.0,36.29692190046137,7.0,36.243347
2024-04-07 01:00:00+00:00,8.0,39.14510669115418,8.0,23.390102247097175,8.0,28.633236
2024-04-07 02:00:00+00:00,6.0,33.64608945255043,6.0,21.6999275732679,6.0,25.633846
2024-04-07 03:00:00+00:00,8.0,31.300487226215182,8.0,21.198517486997527,8.0,22.21849
2024-04-07 04:00:00+00:00,6.0,31.309020816761517,6.0,23.094260295057115,6.0,25.096804
2024-04-07 05:00:00+00:00,8.0,25.982314986975098,8.0,25.657276261486555,8.0,24.218882
2024-04-07 06:00:00+00:00,7.0,29.69755843075916,7.0,26.529358224773976,7.0,24.028006
2024-04-07 07:00:00+00:00,15.0,40.66567651558728,15.0,29.82912075948803,15.0,32.459373
2024-04-07 08:00:00+00:00,8.0,30.04222302196058,8.0,29.734962878695498,8.0,28.15364
2024-04-07 09:00:00+00:00,8.0,29.43725106711156,8.0,27.63988311031858,8.0,27.934925
2024-04-07 10:00:00+00:00,10.0,29.085244372751617,10.0,28.9377333231627,10.0,25.703545
2024-04-07 11:00:00+00:00,10.999999999999996,31.26129822566179,10.999999999999996,29.718651498899465,10.999999999999996,25.544374
2024-04-07 12:00:00+00:00,10.999999999999996,28.93572242088385,10.999999999999996,28.57027369927436,10.999999999999996,23.988184
